type,numNodessize,NumberOfWords,ID,Sentence,AccessControl,XiaoACP,ModelVerb,PassiveTo,AccessExpression,AbilityExpression,AccessControl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,21,790,An LHCP can delete a patient from his or her monitoring list by the LHCP typing the the patient's MID .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;delete;patient,lhcp;delete;monitoring list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,11,19,791,"In both cases, the LHCP is presented the name of the patient and must confirm the add or delete.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;present;name,lhcp;present;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,20,34,792,"For each patient from the monitoring list, the LHCP can choose to edit which types of remote monitoring information (blood pressure, glucose levels, height, weight, and pedometer readings) should be submitted by the patient.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,lhcp;choose;patient,lhcp;choose;monitoring list,lhcp;edit;type,patient;submit;type,lhcp;edit;remote monitoring information,patient;submit;remote monitoring information,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,10,793,"By default, all types of information are selected for monitoring.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,21,794,A patient whose at least one physiologic data type is specified to be under monitoring chooses to report their physiologic data.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,patient;report;physiologic datum,patient;specify;physiologic type datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,18,795,He or she can report his or her blood pressure (systolic and diastolic)  possibly and possibly glucose levels .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,she;report;blood pressure,he;report;blood pressure,he;report;glucose level,she;report;glucose level,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,16,796,"The input data, a timestamp, and the fact that the status is ""self-reported"" are saved.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;save;input datum,;save;timestamp,;save;fact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,10,797,An LHCP chooses to view the physiologic data monitoring details.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;choose view;monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,29,46,798,"The LHCP is presented with a listing of all his or her patients whose at least one physiologic data type is specified to be under monitoring with their blood pressure and glucose levels, recording timestamp, and whom reported the data (patient, UAP name, personal representative name).",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,lhcp;present;listing,lhcp;present;patient,lhcp;present;physiologic type datum,lhcp;present;blood pressure,lhcp;present;glucose level,lhcp;present;glucose level,lhcp;present;timestamp,lhcp;present;whom,patient;specify;physiologic type datum,,,,,,,,,,,,,,,,,,,,,,,
normal,7,10,799,Patients with no information for the current day are highlighted.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,14,25,800,Patients with blood pressure or glucose level out of range are highlighted (normal blood pressure: systolic 90-140; diastolic 60-90; normal glucose 70-150).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,13,801,The LHCP can select a patient to obtain additional information about a patient .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;select;patient,lhcp;select;patient,lhcp;obtain;information,lhcp;obtain;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,10,802,An LHCP selects to view additional information for a patient.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;patient,lhcp;view;information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,17,803,The LHCP is presented with a screen upon which he or she can choose a date range.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,28,52,804,"Once the date range is selected, the LHCP can see the patient name; patient phone number; personal representative (name and phone number), if applicable; and the blood pressure, glucose levels, height, weight, and pedometer readings as well as whom reported the data (patient, UAP name, personal representative name) for that date range.",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,lhcp;select;date range,lhcp;see;patient name,lhcp;see;patient phone number,lhcp;see;personal representative,lhcp;see;number,lhcp;see;name,lhcp;see;blood pressure,lhcp;see;glucose level,lhcp;see;height,lhcp;see;weight,lhcp;see;pedometer reading,lhcp;see;whom,lhcp;see;date range,,,,,,,,,,,,,,,,,,,
normal,6,8,805,A UAP can select to report physiologic measurements.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,uap;report;physiologic measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,24,35,806,He or she is presented with a list of the patients whose at least one physiologic data type is specified to be under monitoring and for whom he or she is allowed to report measurements.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,he;present;list,he;present;patient,he;present;physiologic type datum,she;present;list,she;present;patient,she;present;physiologic type datum,he;report;measurement,she;report;measurement,patient;specify;physiologic type datum,,,,,,,,,,,,,,,,,,,,,,,
normal,8,11,807,He or she can select a patient and then enter data.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,he;select;patient,she;select;patient,he;enter;datum,she;enter;datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,19,808,He or she can report the blood pressure (systolic and diastolic)  possibly and possibly glucose levels  for the patient.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,she;report;glucose level,he;report;glucose level,he;report;blood pressure,she;report;blood pressure,he;report;patient,she;report;patient,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,21,809,"The input data, a timestamp, and the fact that the status was reported by ""case manager"" and their MID are saved.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;save;input datum,;save;timestamp,;save;fact,;save;mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,24,810,Only the applicable input entries (those whose corresponding data types of the patient are specified to be under monitoring) are displayed to the UAP.,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,uap;display;input entry,uap;display;patient,uap;display;monitoring,uap;display;datum type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,22,33,811,A patient can select to report physiologic measurements for those whose at least one physiologic data type is specified to be under monitoring and for whom he or she is a patient representative.,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,patient;report;physiologic measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,24,35,812,He or she is presented with a list of the patients whose at least one physiologic data type is specified to be under monitoring and for which he or she is allowed to report measurements.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,he;present;list,he;present;patient,he;present;physiologic type datum,she;present;list,she;present;patient,she;present;physiologic type datum,he;report;measurement,she;report;measurement,patient;specify;physiologic type datum,,,,,,,,,,,,,,,,,,,,,,,
normal,8,11,813,He or she can select a patient and then enter data.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,she;enter;datum,he;enter;datum,she;select;patient,he;select;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,19,814,He or she can report the blood pressure (systolic and diastolic)  possibly and possibly glucose levels  for the patient.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,she;report;glucose level,he;report;glucose level,he;report;blood pressure,she;report;blood pressure,she;report;patient,he;report;patient,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,12,22,815,"The input data and a timestamp and the fact that the status was reported by ""patient representative"" and their MID are saved.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;save;input datum,;save;timestamp,;save;fact,;save;mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,24,816,Only the applicable input entries (those whose corresponding data types of the patient are specified to be under monitoring) are displayed to the patient.,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,patient;display;input entry,patient;display;datum type,patient;display;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,20,27,817,"A patient whose height, weight, or pedometer data type is specified to be under monitoring chooses to report his or her height or weight or pedometer data.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,patient;report;height,patient;report;weight,patient;report;pedometer,patient;report;datum,patient;specify;monitor,patient;specify;height,patient;specify;weight,patient;specify;pedometer datum,,,,,,,,,,,,,,,,,,,,,,,,
normal,27,52,818,"He or she can report his or her daily height (in the format of digits XXXX with the units of ""feet""), daily weight (in the format of digits X with units of ""lbs""), possibly and possibly pedometer readings (in the format of up to 10 digits of integer with units of ""footsteps"") .",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,he;report;daily height,he;report;daily weight,he;report;pedometer reading,she;report;daily height,she;report;daily weight,she;report;pedometer reading,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,16,819,"The input data, a timestamp, and the fact that the status is ""self-reported"" are saved.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;save;fact,;save;timestamp,;save;input datum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,24,820,Only the applicable input entries (those whose corresponding data types of the patient are specified to be under monitoring) are displayed to the patient.,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,patient;display;patient,patient;display;datum type,patient;display;input entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,14,821,An LHCP chooses to view the height or weight or pedometer data monitoring details.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,lhcp;view;height,lhcp;view;weight,lhcp;view;pedometer,lhcp;view;detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,33,49,822,"The LHCP is presented with a listing of all his or her patients whose height, weight, or pedometer data type is specified to be under monitoring with their height, weight and pedometer reading numbers, recording timestamp, and who reported the data (patient name, UAP name, or personal representative name).",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,lhcp;present;patient,lhcp;present;who,lhcp;present;listing,lhcp;present;height,lhcp;present;weight,lhcp;present;pedometer datum,lhcp;present;number,lhcp;present;weight,lhcp;present;reading,lhcp;present;timestamp,lhcp;present;height,patient;specify;pedometer datum,patient;specify;height,patient;specify;weight,patient;specify;monitor,,,,,,,,,,,,,,,,,
normal,8,12,823,Patients with no information for the current day are highlighted in red.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,38,55,824,"Patients with a weight value 5% more or less than the immediate previously recorded weight value are highlighted (if the new weight value exceeds 105% of the previous weight value, the entry should be highlighted yellow; if the new weight value is below 95% of the previous weight value, the entry should be highlighted yellow).",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,13,825,The LHCP can select a patient to obtain additional information about a patient .,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,lhcp;obtain;information,lhcp;obtain;patient,lhcp;select;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,9,12,826,A UAP can select to report height or weight or pedometer measurements.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,uap;report;height,uap;report;weight,uap;report;pedometer,uap;report;measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,24,35,827,"He or she is presented with a list of the patients whose height, weight, or pedometer data type is specified to be under monitoring and for which he or she is allowed to report measurements.",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,he;present;list,he;present;patient,she;present;patient,she;present;list,she;report;measurement,he;report;measurement,he;present;height,he;present;weight,he;present;pedometer datum,she;present;height,she;present;weight,,,,,,,,,,,,,,,,,,,,,
normal,8,11,828,He or she can select a patient and then enter data.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,she;enter;datum,he;enter;datum,she;select;patient,he;select;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,16,829,"He or she can report the height, weight, possibly and possibly pedometer reading  for the patient.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,he;report;height,he;report;weight,he;report;pedometer reading,she;report;height,she;report;weight,she;report;pedometer reading,he;report;patient,she;report;patient,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,23,830,"The input data, a timestamp, and the fact that the status was reported by ""case manager"" and his or her MID are saved.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;save;timestamp,;save;input datum,;save;mid,;save;fact,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,24,831,Only the applicable input entries (those whose corresponding data types of the patient are specified to be under monitoring) are displayed to the UAP.,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,uap;display;monitoring,uap;display;patient,uap;display;input entry,uap;display;datum type,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,24,832,"A patient can select to report height, weight, possibly and possibly pedometer readings for those for whom he or she is a patient representative.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,patient;report;height,patient;report;weight,patient;report;pedometer reading,patient;report;patient representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,14,21,833,He or she is presented with a list of the patients for which he or she is allowed to report measurements.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,he;present;list,she;present;patient,she;present;list,he;present;patient,he;report;measurement,she;report;measurement,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,8,11,834,He or she can select a patient and then enter data.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,she;enter;datum,he;enter;datum,she;select;patient,he;select;patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,16,835,"He or she can report the height, weight, possibly and possibly pedometer readings  for the patient.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,he;report;height,he;report;weight,he;report;pedometer reading,she;report;height,she;report;weight,she;report;pedometer reading,she;report;patient,he;report;patient,,,,,,,,,,,,,,,,,,,,,,,,
normal,13,23,836,"The input data, a timestamp, and the fact that the status was reported by ""patient representative"" and his or her MID are saved.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,;save;timestamp,;save;input datum,;save;fact,;save;mid,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,16,24,837,Only the applicable input entries (those whose corresponding data types of the patient are specified to be under monitoring) are displayed to the patient.,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,patient;display;patient,patient;display;datum type,patient;display;input entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,838,3.2.34.4 Alternate Flows.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,6,8,839,The patient chosen is not the desired patient.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,13,840,The HCP does not confirm the selection and is prompted to try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,26,841,"The patient, UAP, or personal representative enters a systolic blood pressure outside the range 40-240 or a diastolic blood pressure outside the range 40-150.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,patient;enter;systolic blood pressure,patient;enter;diastolic blood pressure,uap;enter;systolic blood pressure,uap;enter;diastolic blood pressure,personal representative;enter;systolic blood pressure,personal representative;enter;diastolic blood pressure,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,14,842,He or she is notified of an error and is prompted to try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,15,843,"The patient, UAP, or personal representative enters a glucose level outside the range 0-250.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,personal representative;enter;glucose level,uap;enter;glucose level,patient;enter;glucose level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,10,14,844,He or she is notified of an error and is prompted to try again.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,21,26,845,"The patient, UAP, or personal representative tries to enter more than ten physiologic data points for one day and is told additional data cannot be entered.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,19,29,846,"The patient, UAP, or personal representative enters an alpha invalid value for weight possibly and possibly pedometer reading and is notified of an error and prompted to try again.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,26,33,847,"The patient, UAP, or personal representative tries to enter more than one weight data point or more than one pedometer data point for the day and is told additional data cannot be entered.",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,848,3.2.34.5 Logging.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,6,849,3.2.34.6 Reference Documents.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,5,11,850,US Department of Health and Human Services Remote Monitoring Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,3,9,851,3.2.35 UC35 Report Adverse Event Use Case.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
title,2,5,852,3.2.35.1 Preconditions.,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,7,14,853,The iTrust user (patient) has been authenticated in the iTrust Medical Records system (UC3).,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
